Date,Canton,Blood_Type,Blood_in_Liter,Demand_in_Liter
2024-11-24,NE,A-,10.56,7.55
2024-11-24,NE,B+,5.1,3.73
2024-11-24,NE,B-,1.58,4.23
2024-11-24,NE,AB+,10.13,8.02
2024-11-24,NE,AB-,4.75,3.28
2024-11-24,NE,0+,5.57,3.64
2024-11-24,NE,0-,2.19,6.25
2024-11-24,GE,A+,21.36,20.33
2024-11-24,GE,A-,36.63,25.87
2024-11-24,GE,B+,19.01,14.83
2024-11-24,GE,B-,30.92,20.83
2024-11-24,GE,AB+,27.32,18.02
2024-11-24,GE,AB-,17.77,11.34
2024-11-24,GE,0+,15.04,10.88
2024-11-24,GE,0-,48.08,25.22
2024-11-24,JU,A+,7.38,5.16
2024-11-24,JU,A-,9.74,4.98
2024-11-24,JU,B+,7.28,5.97
2024-11-24,JU,B-,4.96,3.82
2024-11-24,JU,AB+,6.41,3.52
2024-11-24,JU,AB-,3.63,3.19
2024-11-24,JU,0+,3.18,2.04
2024-11-24,JU,0-,7.03,4.41
2024-12-01,ZH,A+,19.77,41.11
2024-12-01,ZH,A-,47.57,31.05
2024-12-01,ZH,B+,24.22,16.96
2024-12-01,ZH,B-,25.27,17.34
2024-12-01,ZH,AB+,10.02,16.22
2024-12-01,ZH,AB-,51.98,32.57
2024-12-01,ZH,0+,53.25,36.48
2024-12-01,ZH,0-,43.54,32.35
2024-12-01,BE,A+,27.19,22.31
2024-12-01,BE,A-,20.26,13.01
2024-12-01,BE,B+,17.77,11.9
2024-12-01,BE,B-,17.08,12.74
2024-12-01,BE,AB+,23.71,22.88
2024-12-01,BE,AB-,11.69,10.52
2024-12-01,BE,0+,38.47,24.31
2024-12-01,BE,0-,31.38,22.75
2024-12-01,LU,A+,38.96,23.19
2024-12-01,LU,A-,30.91,18.51
2024-12-01,LU,B+,14.46,9.68
2024-12-01,LU,B-,23.65,17.52
2024-12-01,LU,AB+,24.57,20.04
2024-12-01,LU,AB-,3.49,9.9
2024-12-01,LU,0+,31.14,21.42
2024-12-01,LU,0-,11.95,12.07
2024-12-01,UR,A+,2.54,6.57
2024-12-01,UR,A-,6.77,4.63
2024-12-01,UR,B+,6.37,6.14
2024-12-01,UR,B-,13.35,10.01
2024-12-01,UR,AB+,4.66,4.56
2024-12-01,UR,AB-,17.65,9.92
2024-12-01,UR,0+,13.03,8.92
2024-12-01,UR,0-,7.71,5.0
2024-12-01,SZ,A+,19.91,11.72
2024-12-01,SZ,A-,14.66,8.88
2024-12-01,SZ,B+,10.82,6.34
2024-12-01,SZ,B-,12.03,8.2
2024-12-01,SZ,AB+,12.13,7.74
2024-12-01,SZ,AB-,15.66,9.33
2024-12-01,SZ,0+,13.33,8.79
2024-12-01,SZ,0-,17.42,10.57
2024-12-01,OW,A+,3.37,2.8
2024-12-01,OW,A-,4.38,2.77
2024-12-01,OW,B+,3.95,2.85
2024-12-01,OW,B-,4.17,2.87
2024-12-01,OW,AB+,2.94,2.18
2024-12-01,OW,AB-,4.58,3.86
2024-12-01,OW,0+,2.58,1.67
2024-12-01,OW,0-,1.06,3.25
2024-12-01,NW,A+,7.27,5.32
2024-12-01,NW,A-,8.94,5.65
2024-12-01,NW,B+,8.59,5.27
2024-12-01,NW,B-,5.76,2.88
2024-12-01,NW,AB+,5.33,5.42
2024-12-01,NW,AB-,5.98,4.59
2024-12-01,NW,0+,2.49,4.49
2024-12-01,NW,0-,6.33,3.25
2024-12-01,GL,A+,4.96,4.62
2024-12-01,GL,A-,0.8,2.92
2024-12-01,GL,B+,8.51,5.76
2024-12-01,GL,B-,6.24,3.15
2024-12-01,GL,AB+,3.07,2.31
2024-12-01,GL,AB-,2.73,2.81
2024-12-01,GL,0+,4.81,3.28
2024-12-01,GL,0-,4.34,2.97
2024-12-01,ZG,A+,16.69,8.49
2024-12-01,ZG,A-,5.94,3.08
2024-12-01,ZG,B+,2.49,6.76
2024-12-01,ZG,B-,6.9,4.18
2024-12-01,ZG,AB+,7.13,5.44
2024-12-01,ZG,AB-,7.97,5.28
2024-12-01,ZG,0+,4.67,3.49
2024-12-01,ZG,0-,7.63,4.13
2024-12-01,FR,A+,9.72,5.38
2024-12-01,FR,A-,15.41,10.63
2024-12-01,FR,B+,12.03,7.7
2024-12-01,FR,B-,16.92,8.9
2024-12-01,FR,AB+,16.6,8.64
2024-12-01,FR,AB-,19.34,11.63
2024-12-01,FR,0+,12.63,6.5
2024-12-01,FR,0-,11.65,7.16
2024-12-01,SO,A+,17.31,14.8
2024-12-01,SO,A-,2.34,7.25
2024-12-01,SO,B+,29.45,16.41
2024-12-01,SO,B-,10.49,6.67
2024-12-01,SO,AB+,21.61,12.83
2024-12-01,SO,AB-,22.77,14.2
2024-12-01,SO,0+,2.19,7.53
2024-12-01,SO,0-,3.58,11.85
2024-12-01,BS,A+,3.73,11.33
2024-12-01,BS,A-,25.56,12.87
2024-12-01,BS,B+,13.96,14.2
2024-12-01,BS,B-,23.52,13.49
2024-12-01,BS,AB+,10.49,6.07
2024-12-01,BS,AB-,12.96,7.22
2024-12-01,BS,0+,21.05,10.96
2024-12-01,BS,0-,20.83,11.97
2024-12-01,BL,A+,20.02,12.88
2024-12-01,BL,A-,2.74,9.45
2024-12-01,BL,B+,10.44,7.3
2024-12-01,BL,B-,6.79,13.22
2024-12-01,BL,AB+,29.85,19.95
2024-12-01,BL,AB-,20.86,16.64
2024-12-01,BL,0+,21.52,11.51
2024-12-01,BL,0-,21.17,19.39
2024-12-01,SH,A+,5.61,3.85
2024-12-01,SH,A-,6.33,4.29
2024-12-01,SH,B+,5.42,4.56
2024-12-01,SH,B-,6.27,4.92
2024-12-01,SH,AB+,6.9,6.64
2024-12-01,SH,AB-,7.96,6.68
2024-12-01,SH,0+,6.11,4.59
2024-12-01,SH,0-,9.97,5.37
2024-12-01,AR,A+,9.93,5.48
2024-12-01,AR,A-,9.74,6.97
2024-12-01,AR,B+,9.13,6.55
2024-12-01,AR,B-,1.17,2.96
2024-12-01,AR,AB+,6.15,5.98
2024-12-01,AR,AB-,5.64,2.86
2024-12-01,AR,0+,7.57,5.61
2024-12-01,AR,0-,10.26,7.03
2024-12-01,AI,A+,3.69,2.71
2024-12-01,AI,A-,1.69,1.15
2024-12-01,AI,B+,4.26,2.83
2024-12-01,AI,B-,1.36,1.38
2024-12-01,AI,AB+,2.47,2.05
2024-12-01,AI,AB-,5.19,2.84
2024-12-01,AI,0+,2.32,2.07
2024-12-01,AI,0-,3.69,1.97
2024-12-01,SG,A+,28.7,17.17
2024-12-01,SG,A-,8.72,25.47
2024-12-01,SG,B+,30.17,22.35
2024-12-01,SG,B-,27.55,20.95
2024-12-01,SG,AB+,27.91,16.06
2024-12-01,SG,AB-,26.94,25.11
2024-12-01,SG,0+,38.29,21.75
2024-12-01,SG,0-,10.96,26.89
2024-12-01,GR,A+,17.41,11.3
2024-12-01,GR,A-,6.16,9.65
2024-12-01,GR,B+,14.63,8.07
2024-12-01,GR,B-,30.2,17.19
2024-12-01,GR,AB+,18.46,14.99
2024-12-01,GR,AB-,11.03,7.45
2024-12-01,GR,0+,14.59,7.4
2024-12-01,GR,0-,7.48,18.83
2024-12-01,AG,A+,20.82,15.57
2024-12-01,AG,A-,11.92,8.44
2024-12-01,AG,B+,15.48,9.85
2024-12-01,AG,B-,37.76,22.94
2024-12-01,AG,AB+,11.77,8.08
2024-12-01,AG,AB-,38.29,22.54
2024-12-01,AG,0+,32.47,18.76
2024-12-01,AG,0-,32.8,20.28
2024-12-01,TG,A+,10.96,6.62
2024-12-01,TG,A-,8.27,5.1
2024-12-01,TG,B+,12.52,9.8
2024-12-01,TG,B-,13.85,9.07
2024-12-01,TG,AB+,13.36,9.46
2024-12-01,TG,AB-,6.66,5.34
2024-12-01,TG,0+,16.63,8.54
2024-12-01,TG,0-,12.85,9.95
2024-12-01,TI,A+,6.17,13.95
2024-12-01,TI,A-,19.7,11.13
2024-12-01,TI,B+,9.02,7.02
2024-12-01,TI,B-,2.87,10.97
2024-12-01,TI,AB+,14.97,8.65
2024-12-01,TI,AB-,8.4,6.77
2024-12-01,TI,0+,32.15,17.4
2024-12-01,TI,0-,20.79,17.12
2024-12-01,VD,A+,28.79,20.82
2024-12-01,VD,A-,37.18,23.49
2024-12-01,VD,B+,35.72,23.58
2024-12-01,VD,B-,35.84,35.4
2024-12-01,VD,AB+,13.64,26.98
2024-12-01,VD,AB-,28.62,25.26
2024-12-01,VD,0+,33.83,18.55
2024-12-01,VD,0-,5.19,18.4
2024-12-01,VS,A+,21.84,17.48
2024-12-01,VS,A-,9.92,17.85
2024-12-01,VS,B+,5.91,15.27
2024-12-01,VS,B-,3.6,8.79
2024-12-01,VS,AB+,34.0,21.42
2024-12-01,VS,AB-,29.35,20.75
2024-12-01,VS,0+,7.61,15.21
2024-12-01,VS,0-,18.91,11.82
2024-12-01,NE,A+,4.94,3.32
2024-12-01,NE,A-,8.05,4.18
2024-12-01,NE,B+,12.04,8.76
2024-12-01,NE,B-,1.62,3.23
2024-12-01,NE,AB+,1.83,6.32
2024-12-01,NE,AB-,7.9,4.25
2024-12-01,NE,0+,6.12,4.01
2024-12-01,NE,0-,5.35,3.72
2024-12-01,GE,A+,23.21,19.0
2024-12-01,GE,A-,20.24,14.11
2024-12-01,GE,B+,19.27,13.73
2024-12-01,GE,B-,17.73,11.25
2024-12-01,GE,AB+,34.28,22.16
2024-12-01,GE,AB-,29.65,21.71
2024-12-01,GE,0+,17.83,16.26
2024-12-01,GE,0-,4.84,15.16
2024-12-01,JU,A+,4.37,3.11
2024-12-01,JU,A-,6.81,5.57
2024-12-01,JU,B+,6.06,5.24
2024-12-01,JU,B-,1.27,2.56
2024-12-01,JU,AB+,1.75,5.01
2024-12-01,JU,AB-,6.49,4.73
2024-12-01,JU,0+,2.51,2.54
2024-12-01,JU,0-,6.6,3.32
2024-12-08,ZH,A+,48.45,33.55
2024-12-08,ZH,A-,47.74,25.74
2024-12-08,ZH,B+,11.7,44.64
2024-12-08,ZH,B-,50.17,27.2
2024-12-08,ZH,AB+,32.77,32.94
2024-12-08,ZH,AB-,40.56,32.46
2024-12-08,ZH,0+,43.59,29.25
2024-12-08,ZH,0-,20.56,20.9
2024-12-08,BE,A+,31.79,16.42
2024-12-08,BE,A-,38.84,29.26
2024-12-08,BE,B+,22.58,15.57
2024-12-08,BE,B-,32.22,25.71
2024-12-08,BE,AB+,41.81,26.84
2024-12-08,BE,AB-,37.81,28.48
2024-12-08,BE,0+,34.78,23.59
2024-12-08,BE,0-,31.9,22.01
2024-12-08,LU,A+,28.42,19.29
2024-12-08,LU,A-,31.79,18.21
2024-12-08,LU,B+,24.08,13.62
2024-12-08,LU,B-,29.35,23.09
2024-12-08,LU,AB+,20.54,11.36
2024-12-08,LU,AB-,33.82,19.42
2024-12-08,LU,0+,34.38,21.09
2024-12-08,LU,0-,15.49,12.19
2024-12-08,UR,A+,8.55,8.5
2024-12-08,UR,A-,14.06,9.47
2024-12-08,UR,B+,10.83,6.89
2024-12-08,UR,B-,5.18,3.93
2024-12-08,UR,AB+,6.07,3.51
2024-12-08,UR,AB-,4.49,4.63
2024-12-08,UR,0+,10.99,7.43
2024-12-08,UR,0-,12.11,10.35
2024-12-08,SZ,A+,18.24,11.03
2024-12-08,SZ,A-,12.74,10.09
2024-12-08,SZ,B+,16.16,11.97
2024-12-08,SZ,B-,5.3,5.49
2024-12-08,SZ,AB+,8.35,5.22
2024-12-08,SZ,AB-,7.14,12.58
2024-12-08,SZ,0+,18.16,10.05
2024-12-08,SZ,0-,4.37,11.13
2024-12-08,OW,A+,3.15,2.73
2024-12-08,OW,A-,4.16,2.95
2024-12-08,OW,B+,5.55,3.08
2024-12-08,OW,B-,1.11,3.07
2024-12-08,OW,AB+,1.01,3.67
2024-12-08,OW,AB-,6.75,4.29
2024-12-08,OW,0+,2.96,2.64
2024-12-08,OW,0-,4.0,2.93
2024-12-08,NW,A+,5.28,5.17
2024-12-08,NW,A-,6.81,3.41
2024-12-08,NW,B+,6.38,4.24
2024-12-08,NW,B-,6.31,5.82
2024-12-08,NW,AB+,7.58,5.37
2024-12-08,NW,AB-,5.23,4.07
2024-12-08,NW,0+,7.19,5.13
2024-12-08,NW,0-,2.55,2.6
2024-12-08,GL,A+,10.45,5.37
2024-12-08,GL,A-,1.99,5.82
2024-12-08,GL,B+,4.05,2.4
2024-12-08,GL,B-,4.9,4.38
2024-12-08,GL,AB+,8.22,4.36
2024-12-08,GL,AB-,7.75,5.4
2024-12-08,GL,0+,2.79,2.28
2024-12-08,GL,0-,8.43,5.94
2024-12-08,ZG,A+,7.48,3.76
2024-12-08,ZG,A-,7.14,5.16
2024-12-08,ZG,B+,7.61,3.98
2024-12-08,ZG,B-,15.22,7.78
2024-12-08,ZG,AB+,4.93,3.63
2024-12-08,ZG,AB-,3.91,3.04
2024-12-08,ZG,0+,6.4,5.27
2024-12-08,ZG,0-,5.69,4.18
2024-12-08,FR,A+,2.7,10.04
2024-12-08,FR,A-,12.97,9.92
2024-12-08,FR,B+,5.46,7.95
2024-12-08,FR,B-,7.41,4.04
2024-12-08,FR,AB+,21.03,11.85
2024-12-08,FR,AB-,12.48,6.98
2024-12-08,FR,0+,14.14,9.03
2024-12-08,FR,0-,15.1,10.93
2024-12-08,SO,A+,29.68,17.58
2024-12-08,SO,A-,4.47,11.44
2024-12-08,SO,B+,7.09,14.19
2024-12-08,SO,B-,13.53,13.02
2024-12-08,SO,AB+,18.98,14.65
2024-12-08,SO,AB-,4.23,14.61
2024-12-08,SO,0+,21.18,16.86
2024-12-08,SO,0-,3.25,9.27
2024-12-08,BS,A+,17.23,9.65
2024-12-08,BS,A-,24.45,12.57
2024-12-08,BS,B+,8.59,13.22
2024-12-08,BS,B-,6.69,5.53
2024-12-08,BS,AB+,2.0,7.05
2024-12-08,BS,AB-,11.62,7.61
2024-12-08,BS,0+,24.28,12.56
2024-12-08,BS,0-,11.72,9.67
2024-12-08,BL,A+,18.87,11.33
2024-12-08,BL,A-,26.88,16.82
2024-12-08,BL,B+,20.09,14.57
2024-12-08,BL,B-,8.3,20.78
2024-12-08,BL,AB+,9.74,7.82
2024-12-08,BL,AB-,15.7,11.49
2024-12-08,BL,0+,25.43,13.63
2024-12-08,BL,0-,5.56,15.12
2024-12-08,SH,A+,5.24,3.49
2024-12-08,SH,A-,7.4,5.68
2024-12-08,SH,B+,6.21,3.87
2024-12-08,SH,B-,7.09,3.55
2024-12-08,SH,AB+,16.27,8.89
2024-12-08,SH,AB-,7.78,4.18
2024-12-08,SH,0+,8.81,7.01
2024-12-08,SH,0-,11.54,6.05
2024-12-08,AR,A+,6.92,5.1
2024-12-08,AR,A-,10.62,6.99
2024-12-08,AR,B+,3.01,2.85
2024-12-08,AR,B-,1.61,6.22
2024-12-08,AR,AB+,8.36,5.56
2024-12-08,AR,AB-,13.69,7.19
2024-12-08,AR,0+,8.45,5.46
2024-12-08,AR,0-,10.88,6.06
2024-12-08,AI,A+,1.0,1.04
2024-12-08,AI,A-,3.56,1.85
2024-12-08,AI,B+,1.97,1.12
2024-12-08,AI,B-,1.51,1.15
2024-12-08,AI,AB+,3.07,2.21
2024-12-08,AI,AB-,3.37,1.88
2024-12-08,AI,0+,3.76,2.37
2024-12-08,AI,0-,5.33,2.76
2024-12-08,SG,A+,23.7,17.74
2024-12-08,SG,A-,23.48,21.3
2024-12-08,SG,B+,13.29,22.6
2024-12-08,SG,B-,18.65,12.71
2024-12-08,SG,AB+,35.15,23.31
2024-12-08,SG,AB-,19.78,9.97
2024-12-08,SG,0+,27.06,16.97
2024-12-08,SG,0-,10.43,9.06
2024-12-08,GR,A+,27.42,16.28
2024-12-08,GR,A-,13.15,8.24
2024-12-08,GR,B+,13.95,8.25
2024-12-08,GR,B-,14.9,8.93
2024-12-08,GR,AB+,9.34,17.14
2024-12-08,GR,AB-,19.75,10.41
2024-12-08,GR,0+,5.62,14.65
2024-12-08,GR,0-,18.08,13.07
2024-12-08,AG,A+,26.66,22.53
2024-12-08,AG,A-,10.42,10.13
2024-12-08,AG,B+,6.63,18.46
2024-12-08,AG,B-,38.59,23.01
2024-12-08,AG,AB+,24.26,16.24
2024-12-08,AG,AB-,22.01,13.12
2024-12-08,AG,0+,34.59,17.4
2024-12-08,AG,0-,18.1,14.22
2024-12-08,TG,A+,7.23,4.84
2024-12-08,TG,A-,6.6,5.93
2024-12-08,TG,B+,5.58,13.34
2024-12-08,TG,B-,9.42,6.36
2024-12-08,TG,AB+,13.55,10.57
2024-12-08,TG,AB-,16.37,8.67
2024-12-08,TG,0+,15.19,10.03
2024-12-08,TG,0-,5.31,12.92
2024-12-08,TI,A+,18.26,15.36
2024-12-08,TI,A-,21.18,13.7
2024-12-08,TI,B+,7.79,6.23
2024-12-08,TI,B-,18.74,11.11
2024-12-08,TI,AB+,23.05,12.35
2024-12-08,TI,AB-,23.25,12.24
2024-12-08,TI,0+,7.69,7.68
2024-12-08,TI,0-,33.01,17.71
2024-12-08,VD,A+,31.64,30.03
2024-12-08,VD,A-,42.18,33.74
2024-12-08,VD,B+,51.21,34.82
2024-12-08,VD,B-,20.81,16.01
2024-12-08,VD,AB+,36.71,32.59
2024-12-08,VD,AB-,47.21,32.31
2024-12-08,VD,0+,61.43,34.07
2024-12-08,VD,0-,60.87,33.19
2024-12-08,VS,A+,25.09,17.66
2024-12-08,VS,A-,19.04,13.78
2024-12-08,VS,B+,34.48,19.41
2024-12-08,VS,B-,22.36,18.39
2024-12-08,VS,AB+,30.92,20.67
2024-12-08,VS,AB-,4.72,12.21
2024-12-08,VS,0+,5.36,13.92
2024-12-08,VS,0-,26.5,15.49
2024-12-08,NE,A+,9.29,6.5
2024-12-08,NE,A-,1.2,3.23
2024-12-08,NE,B+,16.11,8.93
2024-12-08,NE,B-,7.14,7.34
2024-12-08,NE,AB+,7.04,5.56
2024-12-08,NE,AB-,9.08,7.7
2024-12-08,NE,0+,9.84,5.83
2024-12-08,NE,0-,8.57,4.54
2024-12-08,GE,A+,33.13,23.2
2024-12-08,GE,A-,37.37,25.11
2024-12-08,GE,B+,31.05,25.42
2024-12-08,GE,B-,27.46,20.56
2024-12-08,GE,AB+,29.24,23.92
2024-12-08,GE,AB-,14.78,11.79
2024-12-08,GE,0+,25.77,26.79
2024-12-08,GE,0-,50.63,26.12
2024-12-08,JU,A+,4.57,2.57
2024-12-08,JU,A-,2.91,2.5
2024-12-08,JU,B+,3.78,3.49
2024-12-08,JU,B-,4.05,2.78
2024-12-08,JU,AB+,7.28,5.76
2024-12-08,JU,AB-,3.48,3.31
2024-12-08,JU,0+,6.91,3.5
2024-12-08,JU,0-,9.54,4.99
2024-12-15,ZH,A+,29.32,18.49
2024-12-15,ZH,A-,36.18,19.12
2024-12-15,ZH,B+,29.22,23.07
2024-12-15,ZH,B-,66.89,39.49
2024-12-15,ZH,AB+,75.27,41.93
2024-12-15,ZH,AB-,66.21,37.42
2024-12-15,ZH,0+,39.24,24.32
2024-12-15,ZH,0-,51.29,35.81
2024-12-15,BE,A+,17.43,13.01
2024-12-15,BE,A-,46.71,26.49
2024-12-15,BE,B+,16.99,15.97
2024-12-15,BE,B-,41.85,28.72
2024-12-15,BE,AB+,23.7,13.16
2024-12-15,BE,AB-,13.94,11.05
2024-12-15,BE,0+,47.95,24.58
2024-12-15,BE,0-,31.67,19.0
2024-12-15,LU,A+,16.01,11.95
2024-12-15,LU,A-,22.35,16.71
2024-12-15,LU,B+,33.39,23.85
2024-12-15,LU,B-,28.78,19.54
2024-12-15,LU,AB+,19.85,13.6
2024-12-15,LU,AB-,15.73,14.53
2024-12-15,LU,0+,21.79,14.31
2024-12-15,LU,0-,34.31,19.96
2024-12-15,UR,A+,16.19,8.2
2024-12-15,UR,A-,4.28,3.8
2024-12-15,UR,B+,13.32,9.07
2024-12-15,UR,B-,5.93,4.15
2024-12-15,UR,AB+,6.75,4.25
2024-12-15,UR,AB-,14.35,8.94
2024-12-15,UR,0+,10.18,10.12
2024-12-15,UR,0-,8.92,7.38
2024-12-15,SZ,A+,19.59,10.18
2024-12-15,SZ,A-,20.77,11.8
2024-12-15,SZ,B+,4.06,7.14
2024-12-15,SZ,B-,11.89,6.94
2024-12-15,SZ,AB+,9.6,6.51
2024-12-15,SZ,AB-,20.68,10.4
2024-12-15,SZ,0+,5.57,11.47
2024-12-15,SZ,0-,11.57,9.48
2024-12-15,OW,A+,3.39,2.55
2024-12-15,OW,A-,0.84,2.68
2024-12-15,OW,B+,4.76,3.02
2024-12-15,OW,B-,5.91,3.95
2024-12-15,OW,AB+,2.61,1.85
2024-12-15,OW,AB-,4.55,3.45
2024-12-15,OW,0+,3.71,2.39
2024-12-15,OW,0-,0.61,2.11
2024-12-15,NW,A+,1.48,3.61
2024-12-15,NW,A-,3.83,2.91
2024-12-15,NW,B+,8.86,5.36
2024-12-15,NW,B-,8.05,5.73
2024-12-15,NW,AB+,9.22,5.96
2024-12-15,NW,AB-,6.93,5.06
2024-12-15,NW,0+,0.78,2.16
2024-12-15,NW,0-,5.32,4.66
2024-12-15,GL,A+,5.85,4.24
2024-12-15,GL,A-,5.18,3.59
2024-12-15,GL,B+,7.01,5.19
2024-12-15,GL,B-,1.77,4.86
2024-12-15,GL,AB+,4.91,3.41
2024-12-15,GL,AB-,9.35,5.92
2024-12-15,GL,0+,5.18,3.8
2024-12-15,GL,0-,3.31,2.01
2024-12-15,ZG,A+,6.65,5.07
2024-12-15,ZG,A-,4.75,8.07
2024-12-15,ZG,B+,1.24,3.49
2024-12-15,ZG,B-,11.38,7.31
2024-12-15,ZG,AB+,8.46,7.61
2024-12-15,ZG,AB-,9.54,4.79
2024-12-15,ZG,0+,10.48,8.49
2024-12-15,ZG,0-,15.04,8.69
2024-12-15,FR,A+,16.06,11.38
2024-12-15,FR,A-,12.85,7.96
2024-12-15,FR,B+,14.14,8.76
2024-12-15,FR,B-,3.14,8.65
2024-12-15,FR,AB+,8.4,5.34
2024-12-15,FR,AB-,12.01,7.13
2024-12-15,FR,0+,16.99,9.2
2024-12-15,FR,0-,7.85,4.24
2024-12-15,SO,A+,8.91,6.84
2024-12-15,SO,A-,20.37,13.96
2024-12-15,SO,B+,23.15,15.46
2024-12-15,SO,B-,30.05,16.29
2024-12-15,SO,AB+,28.12,16.88
2024-12-15,SO,AB-,5.65,16.06
2024-12-15,SO,0+,10.54,7.33
2024-12-15,SO,0-,15.56,15.42
2024-12-15,BS,A+,3.71,10.09
2024-12-15,BS,A-,23.17,13.74
2024-12-15,BS,B+,12.1,7.12
2024-12-15,BS,B-,6.23,14.37
2024-12-15,BS,AB+,11.45,7.85
2024-12-15,BS,AB-,8.56,6.92
2024-12-15,BS,0+,6.89,7.12
2024-12-15,BS,0-,3.79,12.95
2024-12-15,BL,A+,35.36,19.08
2024-12-15,BL,A-,11.4,10.0
2024-12-15,BL,B+,4.79,16.81
2024-12-15,BL,B-,19.04,13.54
2024-12-15,BL,AB+,22.02,20.52
2024-12-15,BL,AB-,13.08,12.08
2024-12-15,BL,0+,34.54,20.96
2024-12-15,BL,0-,15.78,8.73
2024-12-15,SH,A+,7.72,6.7
2024-12-15,SH,A-,5.25,3.08
2024-12-15,SH,B+,5.7,3.34
2024-12-15,SH,B-,10.4,7.82
2024-12-15,SH,AB+,11.99,6.81
2024-12-15,SH,AB-,7.53,4.1
2024-12-15,SH,0+,5.7,4.73
2024-12-15,SH,0-,6.64,3.84
2024-12-15,AR,A+,9.35,4.95
2024-12-15,AR,A-,11.49,6.83
2024-12-15,AR,B+,10.62,6.26
2024-12-15,AR,B-,7.03,4.87
2024-12-15,AR,AB+,7.28,4.34
2024-12-15,AR,AB-,8.33,5.17
2024-12-15,AR,0+,4.95,4.17
2024-12-15,AR,0-,8.03,5.78
2024-12-15,AI,A+,2.83,1.8
2024-12-15,AI,A-,1.23,2.96
2024-12-15,AI,B+,3.68,2.95
2024-12-15,AI,B-,3.59,2.89
2024-12-15,AI,AB+,3.56,2.15
2024-12-15,AI,AB-,2.99,2.39
2024-12-15,AI,0+,0.39,1.49
2024-12-15,AI,0-,3.85,2.68
2024-12-15,SG,A+,9.9,20.17
2024-12-15,SG,A-,15.76,14.24
2024-12-15,SG,B+,29.51,20.14
2024-12-15,SG,B-,34.04,20.33
2024-12-15,SG,AB+,22.92,13.08
2024-12-15,SG,AB-,20.85,14.66
2024-12-15,SG,0+,12.06,9.99
2024-12-15,SG,0-,3.34,10.39
2024-12-15,GR,A+,17.22,13.52
2024-12-15,GR,A-,20.73,14.12
2024-12-15,GR,B+,24.01,13.55
2024-12-15,GR,B-,19.03,17.33
2024-12-15,GR,AB+,13.22,9.44
2024-12-15,GR,AB-,11.1,7.05
2024-12-15,GR,0+,17.24,13.62
2024-12-15,GR,0-,9.75,6.86
2024-12-15,AG,A+,15.2,11.28
2024-12-15,AG,A-,32.65,17.45
2024-12-15,AG,B+,14.93,14.65
2024-12-15,AG,B-,5.68,18.89
2024-12-15,AG,AB+,8.19,19.94
2024-12-15,AG,AB-,18.76,14.92
2024-12-15,AG,0+,11.92,9.39
2024-12-15,AG,0-,20.67,19.43
2024-12-15,TG,A+,12.34,9.67
2024-12-15,TG,A-,16.09,11.88
2024-12-15,TG,B+,19.05,9.55
2024-12-15,TG,B-,12.22,6.63
2024-12-15,TG,AB+,10.61,6.12
2024-12-15,TG,AB-,2.96,4.91
2024-12-15,TG,0+,18.73,9.46
2024-12-15,TG,0-,18.09,10.73
2024-12-15,TI,A+,3.01,7.44
2024-12-15,TI,A-,20.16,12.92
2024-12-15,TI,B+,11.66,9.49
2024-12-15,TI,B-,6.54,16.76
2024-12-15,TI,AB+,22.7,15.34
2024-12-15,TI,AB-,21.38,15.79
2024-12-15,TI,0+,19.23,11.95
2024-12-15,TI,0-,4.81,9.28
2024-12-15,VD,A+,19.01,18.14
2024-12-15,VD,A-,14.46,34.93
2024-12-15,VD,B+,17.67,12.95
2024-12-15,VD,B-,24.56,22.74
2024-12-15,VD,AB+,39.65,31.79
2024-12-15,VD,AB-,32.49,17.06
2024-12-15,VD,0+,8.7,22.15
2024-12-15,VD,0-,38.37,24.8
2024-12-15,VS,A+,14.6,10.47
2024-12-15,VS,A-,33.86,18.98
2024-12-15,VS,B+,16.83,9.56
2024-12-15,VS,B-,5.41,17.93
2024-12-15,VS,AB+,28.8,21.7
2024-12-15,VS,AB-,22.13,17.17
2024-12-15,VS,0+,24.78,16.47
2024-12-15,VS,0-,18.3,17.72
2024-12-15,NE,A+,2.29,6.34
2024-12-15,NE,A-,8.22,6.45
2024-12-15,NE,B+,10.26,8.38
2024-12-15,NE,B-,12.83,8.41
2024-12-15,NE,AB+,8.18,6.33
2024-12-15,NE,AB-,9.34,5.55
2024-12-15,NE,0+,10.26,7.59
2024-12-15,NE,0-,7.28,4.56
2024-12-15,GE,A+,28.43,21.55
2024-12-15,GE,A-,18.07,9.96
2024-12-15,GE,B+,11.97,11.46
2024-12-15,GE,B-,40.47,25.74
2024-12-15,GE,AB+,19.14,9.74
2024-12-15,GE,AB-,36.25,24.83
2024-12-15,GE,0+,30.01,16.25
2024-12-15,GE,0-,42.3,26.91
2024-12-15,JU,A+,7.88,5.13
2024-12-15,JU,A-,3.81,2.67
2024-12-15,JU,B+,4.13,2.35
2024-12-15,JU,B-,3.14,5.31
2024-12-15,JU,AB+,7.3,4.5
2024-12-15,JU,AB-,2.91,2.46
2024-12-15,JU,0+,4.05,3.36
2024-12-15,JU,0-,4.73,3.67
2024-12-22,ZH,A+,62.14,37.97
2024-12-22,ZH,A-,36.36,29.29
2024-12-22,ZH,B+,29.01,21.71
2024-12-22,ZH,B-,60.61,38.08
2024-12-22,ZH,AB+,76.83,44.09
2024-12-22,ZH,AB-,28.59,18.04
